Donor Name,Food Type,Quantity (kg),Location,Donation Date,Transport Mode,Donor Type,Donation Frequency (per month),Average Donation Duration (hours)
"Aguilar, Vaughan and Watson",Canned Goods,23.17,Bryanview,2024-01-30,Drone,Restaurant,8,2.1
Smith Ltd,Grains,38.41,North Maria,2024-01-17,Drone,Farm,8,1.2
Davis LLC,Snacks,59.78,North Jessicaport,2023-11-29,Walk,Supermarket,5,1.2
Richmond PLC,Canned Goods,14.59,Amyville,2024-03-24,Bike,Restaurant,8,0.8
Ruiz Group,Meat,91.73,Paulberg,2024-08-06,Van,Grocery Store,1,2.6
Montgomery-Miller,Vegetables,83.42,South Ronnie,2024-07-05,Walk,Supermarket,7,2.7
Johnson Group,Grains,16.91,East Marcus,2024-10-26,Bike,Farm,9,1.4
"Henderson, Anderson and Le",Canned Goods,25.36,East Catherine,2024-10-13,Bike,Restaurant,6,1.7
"Krause, Harris and Roman",Snacks,63.43,East Casey,2023-12-21,Walk,Farm,8,1.6
"Reese, Mercer and Mccullough",Frozen Food,38.59,South Jose,2023-12-11,Walk,Supermarket,8,1.2
Smith Ltd,Meat,67.71,West Jacqueline,2024-02-13,Truck,Restaurant,2,1.3
"Martin, Nguyen and Calderon",Vegetables,8.71,Alanstad,2024-09-28,Bike,Farm,4,0.9
"Harris, Vasquez and Reyes",Fruits,61.44,Mcintyreville,2024-09-07,Van,Grocery Store,1,2.4
"Hurley, Reid and Harper",Canned Goods,68.95,North Georgestad,2024-03-09,Van,Food Bank,1,2.6
"Maxwell, Holt and Lane",Frozen Food,11.86,Kristinchester,2024-02-29,Truck,Restaurant,7,2.1
Ross Ltd,Fruits,59.49,Gregorystad,2024-07-15,Truck,Food Bank,1,2.6
Gonzalez-Lee,Fruits,78.56,Bryanborough,2024-11-10,Bike,Supermarket,1,2.0
"Jones, Owens and Luna",Fruits,87.3,Simpsonton,2023-12-23,Bike,Grocery Store,3,0.5
Alvarez LLC,Fruits,68.9,New Charles,2024-09-18,Bike,Supermarket,9,1.6
Fisher Inc,Dairy,70.19,Port Johnfort,2024-02-07,Walk,Restaurant,2,0.6
Welch-Campbell,Vegetables,60.47,North Carrieburgh,2024-11-08,Truck,Restaurant,2,2.8
Green and Sons,Vegetables,45.67,Jamestown,2024-02-18,Bike,Food Bank,8,2.9
Palmer-Lopez,Bakery,93.21,Khanmouth,2024-03-23,Drone,Food Bank,1,2.5
Porter-Ballard,Meat,6.37,South Walter,2023-12-23,Drone,Food Bank,8,1.5
"Rodriguez, Bradley and Wade",Canned Goods,30.3,North Denisetown,2024-10-24,Truck,Farm,7,2.6
Fritz Inc,Fruits,96.94,East Davidmouth,2024-07-11,Van,Food Bank,7,2.4
Brooks-Cochran,Meat,54.62,North Andrew,2024-05-26,Walk,Farm,3,2.8
Barrett-Smith,Grains,56.12,Pamelatown,2024-04-21,Drone,Food Bank,8,2.9
"Ford, Smith and Hatfield",Dairy,19.11,Port Matthewborough,2024-06-13,Walk,Grocery Store,9,2.1
"Henry, Rice and White",Frozen Food,42.39,Lake Charleschester,2024-05-12,Truck,Grocery Store,6,0.8
Maldonado-Lopez,Bakery,22.91,Phelpsland,2024-04-30,Truck,Supermarket,6,0.6
"Anderson, Blair and Wilkinson",Frozen Food,65.75,North Brianville,2023-11-27,Bike,Grocery Store,6,1.1
"Peterson, Sellers and Perez",Frozen Food,59.17,Sawyertown,2024-01-16,Walk,Restaurant,1,0.7
Fitzgerald-Torres,Fruits,68.74,Maciasville,2024-06-21,Van,Farm,7,1.4
Mendez Inc,Bakery,51.52,Michelleton,2023-11-29,Drone,Food Bank,5,1.2
"Reed, Lynch and Frank",Dairy,94.97,West Ryan,2024-08-30,Van,Food Bank,5,1.7
Hamilton LLC,Snacks,91.9,North Joshuabury,2024-10-15,Truck,Supermarket,3,2.1
Clark PLC,Snacks,53.67,Torreschester,2024-04-15,Bike,Restaurant,8,1.3
"Gutierrez, Conley and Brown",Fruits,69.7,West Jessica,2024-04-04,Truck,Grocery Store,3,0.8
Willis-Sweeney,Canned Goods,10.65,Adamland,2024-08-30,Van,Farm,9,2.1
Brown-Richmond,Bakery,18.08,South Jason,2024-01-24,Walk,Farm,2,2.6
Campbell PLC,Meat,36.23,Lake Amy,2024-07-24,Bike,Grocery Store,7,1.5
Martin Ltd,Bakery,16.03,Lake Steven,2024-01-17,Truck,Supermarket,7,1.4
Brown-Stein,Snacks,49.69,Port Josephview,2024-01-16,Bike,Farm,7,0.7
"Gay, Hines and Le",Vegetables,37.48,Port Victor,2024-01-09,Truck,Food Bank,6,2.8
"Johnson, Williams and Bass",Canned Goods,81.87,New Bridget,2024-08-08,Truck,Grocery Store,2,1.5
Henry-Lopez,Bakery,47.0,Ryanview,2024-08-03,Truck,Food Bank,2,1.5
Skinner Ltd,Dairy,59.59,Michaelchester,2024-05-29,Truck,Food Bank,1,1.0
Welch-Moore,Fruits,56.29,East Abigail,2023-11-25,Bike,Restaurant,3,3.0
"Miranda, Hays and Hawkins",Fruits,9.44,East Stevemouth,2024-05-22,Drone,Farm,4,1.7
Reeves and Sons,Bakery,55.44,Kristinton,2024-11-03,Van,Farm,7,1.7
Adams-Santiago,Canned Goods,60.13,Jamesfort,2024-05-26,Bike,Food Bank,5,1.5
Rose-Oliver,Snacks,96.34,Russellville,2024-08-05,Van,Farm,7,2.5
"Watkins, Adkins and Mitchell",Meat,80.86,Heatherberg,2024-07-06,Bike,Grocery Store,2,2.6
Smith-Arnold,Vegetables,45.64,Lake Paulstad,2024-10-20,Truck,Restaurant,6,0.9
Johnson-Richardson,Dairy,27.3,Wileyview,2024-01-03,Bike,Restaurant,6,1.3
Hood-Singleton,Meat,14.05,Petersshire,2024-02-23,Drone,Supermarket,8,1.8
Garcia-Navarro,Meat,73.51,New William,2024-09-12,Truck,Farm,8,1.8
"Holland, Gonzalez and Price",Snacks,25.22,Port Jaredville,2024-02-29,Bike,Farm,1,1.1
Davis PLC,Frozen Food,11.21,Port Ronaldfort,2024-03-18,Truck,Farm,1,2.4
Contreras PLC,Grains,39.79,Michaelstad,2023-12-01,Bike,Food Bank,3,0.6
Davis LLC,Grains,26.42,West Morgan,2023-12-11,Truck,Restaurant,9,1.9
Cortez-Anderson,Canned Goods,23.38,East Josephland,2024-08-27,Drone,Farm,7,1.4
Nunez and Sons,Vegetables,96.25,Millerport,2024-02-29,Truck,Grocery Store,5,1.7
Patterson and Sons,Canned Goods,99.57,Port Timothy,2024-10-07,Drone,Farm,8,1.7
"Richards, Aguilar and Williams",Snacks,53.8,Port Lisamouth,2024-02-09,Walk,Restaurant,4,1.0
Morales-Wright,Canned Goods,29.32,Kimberlystad,2024-10-02,Drone,Grocery Store,4,2.5
Warren-Vazquez,Meat,65.22,West Aaron,2023-11-28,Truck,Grocery Store,2,2.8
Hawkins LLC,Dairy,38.94,Spencerbury,2024-01-11,Van,Food Bank,7,1.9
Mckinney LLC,Grains,68.67,North Sherryfurt,2023-11-20,Van,Restaurant,4,2.8
Ford Inc,Vegetables,54.64,Ramseyborough,2024-05-16,Van,Grocery Store,2,0.9
Ramirez-Fields,Vegetables,52.26,Castroside,2023-12-12,Truck,Farm,3,1.1
Barber LLC,Fruits,78.3,Keithhaven,2024-03-16,Truck,Food Bank,7,2.2
Johnson-Lawrence,Vegetables,11.9,South David,2024-08-04,Drone,Restaurant,5,2.1
Cowan-Charles,Vegetables,78.28,Port Patrickville,2024-09-02,Truck,Food Bank,8,2.7
Zuniga-Medina,Dairy,24.1,Thomashaven,2024-07-25,Walk,Farm,3,1.4
Wells-Kent,Vegetables,83.58,West Michael,2023-11-17,Drone,Restaurant,1,1.2
Bruce-Smith,Canned Goods,66.44,Lake Dianafort,2023-12-15,Van,Food Bank,4,0.8
Rivera Ltd,Meat,92.28,Lake Heather,2024-04-05,Drone,Supermarket,2,2.6
"Garcia, Rich and Morris",Dairy,61.83,Matthewstad,2024-09-07,Bike,Grocery Store,7,1.0
Hicks Ltd,Bakery,65.51,Brianview,2024-06-30,Van,Grocery Store,7,2.1
Anderson Ltd,Canned Goods,27.83,Madelinebury,2024-08-04,Walk,Grocery Store,7,1.8
"Camacho, Hardin and Nicholson",Meat,15.97,New Jake,2024-07-31,Walk,Grocery Store,3,2.6
Thompson LLC,Dairy,14.47,Jimmybury,2023-12-08,Truck,Farm,6,2.5
"Rojas, Hamilton and Dominguez",Frozen Food,67.78,East Jadechester,2024-01-13,Van,Farm,6,1.2
"Griffin, Lang and Ray",Snacks,37.83,Jerryfurt,2024-10-24,Bike,Supermarket,9,2.8
Pierce Ltd,Fruits,86.58,Lanestad,2024-02-26,Truck,Restaurant,2,2.9
"Davis, Watson and Ryan",Canned Goods,65.91,Wongchester,2024-05-12,Bike,Supermarket,3,1.1
Reid-Garcia,Dairy,22.01,North Jane,2024-06-25,Walk,Farm,1,2.0
Sparks-Cook,Bakery,80.5,West Shannon,2024-04-29,Drone,Farm,8,0.7
Kline Group,Meat,17.65,Dwayneberg,2024-10-27,Van,Supermarket,8,1.8
Burton-Miller,Snacks,40.45,Lake Crystalburgh,2024-09-02,Van,Restaurant,8,2.8
"Jones, Morales and Morris",Bakery,24.72,New Christophermouth,2024-05-26,Van,Restaurant,7,1.4
Moody-Johnson,Dairy,73.82,Barryhaven,2024-08-11,Bike,Food Bank,4,2.8
Reeves-Mosley,Bakery,6.16,Port Kathrynberg,2024-02-17,Bike,Grocery Store,4,1.8
Hopkins Ltd,Meat,34.8,Lake Robinberg,2024-02-01,Truck,Grocery Store,4,1.4
"Gonzalez, Warren and Logan",Canned Goods,36.2,North Jason,2024-05-22,Truck,Food Bank,7,2.5
"Moore, Hart and Morrison",Grains,46.46,Port Crystalstad,2024-06-07,Drone,Farm,8,0.7
Glass PLC,Meat,78.81,Port Linda,2024-03-07,Bike,Food Bank,7,3.0
"Brown, Davis and Garcia",Fruits,15.95,Dianebury,2024-10-13,Van,Grocery Store,3,1.9
"Humphrey, Brown and Nguyen",Bakery,12.16,Williamview,2024-05-24,Drone,Restaurant,2,1.4
"Moore, Carson and Hawkins",Frozen Food,81.04,West Steven,2024-09-22,Walk,Farm,3,1.9
"Ramos, Randall and Woods",Grains,58.3,Stewartstad,2024-10-08,Drone,Grocery Store,5,1.0
Sherman-Frey,Frozen Food,15.59,New Coreyshire,2024-02-05,Drone,Farm,3,1.5
"Ross, Wright and Flynn",Canned Goods,46.47,Catherinestad,2024-10-22,Drone,Grocery Store,3,2.5
Bryan Group,Snacks,36.72,Port Samuelchester,2024-10-16,Truck,Supermarket,4,2.5
Harris-Hurley,Dairy,11.04,East Taraside,2024-01-09,Walk,Grocery Store,2,0.9
Hendricks and Sons,Frozen Food,18.58,Lake Jasmine,2024-10-21,Drone,Grocery Store,6,2.7
Lowery Inc,Dairy,79.66,East Marvin,2024-07-16,Van,Farm,8,1.0
Bailey-Olson,Meat,89.2,Franklinhaven,2024-05-27,Truck,Grocery Store,1,1.4
Vasquez-Li,Grains,38.28,Lake Brandyburgh,2024-05-03,Van,Grocery Store,2,1.3
Martinez-Ortega,Grains,76.78,Websterton,2024-02-11,Van,Farm,2,1.2
Newman-Gallagher,Dairy,90.94,South Carla,2024-11-10,Bike,Farm,1,2.3
"Miller, Schmidt and Perez",Bakery,78.64,West Richard,2024-08-25,Truck,Supermarket,1,0.6
"Garcia, Richards and Macias",Fruits,92.98,Dianamouth,2024-06-25,Truck,Restaurant,8,1.8
Rios LLC,Vegetables,58.58,Shirleystad,2024-02-12,Van,Farm,2,1.1
"Sanchez, Brooks and Nelson",Dairy,92.42,Port David,2024-06-24,Van,Farm,2,1.5
"Conway, Leblanc and Bryant",Vegetables,66.15,Petersside,2023-11-27,Truck,Grocery Store,7,1.6
Padilla Group,Frozen Food,88.54,East Johnberg,2024-03-06,Truck,Farm,7,2.8
Warren Ltd,Bakery,67.96,Shannonmouth,2024-05-27,Drone,Food Bank,5,1.7
Lawrence Inc,Snacks,17.51,Anthonyhaven,2024-06-06,Van,Food Bank,7,1.2
Hammond-Woodard,Frozen Food,39.63,East Leslie,2024-10-19,Drone,Grocery Store,1,1.3
"Wilson, Munoz and Mitchell",Canned Goods,71.6,Aaronmouth,2024-06-01,Truck,Food Bank,1,2.0
Higgins and Sons,Vegetables,30.38,Stephenville,2024-10-10,Truck,Supermarket,2,1.3
Joseph-Lopez,Fruits,34.4,Ayalaburgh,2024-02-12,Walk,Supermarket,6,1.7
"Arnold, Morales and Torres",Vegetables,57.71,Stephanieshire,2024-11-05,Bike,Supermarket,4,0.8
Fitzgerald-Hart,Frozen Food,39.77,Jesseland,2024-08-16,Drone,Food Bank,3,0.6
Jensen-Paul,Frozen Food,96.23,Ambermouth,2024-05-19,Truck,Food Bank,9,2.8
Mcpherson Inc,Meat,44.08,West Vanessamouth,2024-09-06,Truck,Restaurant,4,0.6
Moody Inc,Meat,65.96,West Dawn,2024-05-06,Drone,Farm,7,2.2
Garcia-Williams,Bakery,35.63,Richardberg,2023-12-18,Walk,Food Bank,4,0.6
"Johnson, Campbell and Faulkner",Vegetables,38.47,Cuevasborough,2024-04-08,Truck,Food Bank,8,1.0
Stephens-Lane,Dairy,86.1,Johnshire,2024-08-01,Bike,Restaurant,5,0.8
"Lopez, Jones and Sanchez",Snacks,47.73,South Paigemouth,2024-05-15,Drone,Food Bank,3,2.8
Allen-Martinez,Grains,91.25,Padillaberg,2024-10-02,Bike,Supermarket,3,0.6
Mcdaniel Group,Dairy,31.46,North Virginiastad,2024-02-12,Bike,Restaurant,4,2.4
Woods Inc,Dairy,92.28,West Dawntown,2024-08-29,Walk,Grocery Store,2,2.6
Smith-Howe,Frozen Food,70.23,Lake Erinchester,2024-06-07,Walk,Restaurant,2,2.7
Ramos Group,Fruits,47.93,Ramseybury,2024-09-15,Truck,Restaurant,5,0.7
Morris-Livingston,Meat,57.33,Curtiston,2024-01-01,Drone,Supermarket,7,1.1
Johnson LLC,Snacks,29.77,Johnsonburgh,2024-10-24,Van,Food Bank,1,1.7
Dean PLC,Vegetables,21.35,East Jacqueline,2024-05-21,Bike,Farm,5,1.1
"Mendoza, Bridges and Hurley",Snacks,87.04,Marshallland,2024-08-16,Van,Restaurant,7,1.1
Case-Valdez,Dairy,66.48,Phillipsbury,2024-01-06,Walk,Farm,9,2.7
Edwards PLC,Fruits,37.98,New Cynthia,2024-09-15,Bike,Supermarket,9,0.8
"Martinez, Blair and Wallace",Fruits,22.96,Courtneymouth,2024-05-16,Bike,Grocery Store,5,2.1
Hernandez-Fowler,Snacks,58.89,West Lauren,2024-02-27,Van,Farm,7,2.2
"Lindsey, Golden and Mejia",Frozen Food,46.08,North Tiffany,2024-07-15,Walk,Supermarket,2,1.8
Villegas LLC,Vegetables,18.84,Michaelville,2024-09-12,Truck,Farm,1,2.9
Simmons Ltd,Meat,23.33,South Jamiemouth,2024-08-17,Bike,Supermarket,8,2.8
Edwards-Munoz,Vegetables,90.73,Victoriabury,2024-01-01,Bike,Food Bank,8,2.2
Bruce-Haley,Vegetables,92.41,West Christineshire,2024-05-10,Van,Food Bank,4,3.0
Peterson LLC,Vegetables,25.43,New Sherryborough,2024-03-03,Van,Farm,2,2.2
Howard-Krueger,Meat,37.73,North Patrickstad,2024-03-24,Bike,Restaurant,4,2.3
Stanley-Fernandez,Frozen Food,70.17,South Sarah,2024-11-01,Walk,Supermarket,7,1.9
Reeves-Swanson,Grains,28.66,West Isaactown,2024-10-03,Drone,Supermarket,3,1.7
Arnold and Sons,Vegetables,35.51,New Josephville,2024-07-10,Van,Grocery Store,2,2.0
Brown-Carlson,Grains,30.82,West Gilberthaven,2024-08-14,Drone,Supermarket,5,2.5
Davis Ltd,Vegetables,69.21,Lake Brian,2024-05-27,Truck,Food Bank,2,1.9
Martin Inc,Fruits,61.24,South Charles,2024-08-18,Walk,Restaurant,3,2.3
"Montgomery, Rodriguez and Drake",Vegetables,47.04,Rebeccastad,2024-10-17,Bike,Supermarket,8,2.9
Thomas Inc,Grains,84.36,West Christopherville,2024-06-15,Bike,Supermarket,3,0.5
"Stevenson, Williams and Lee",Bakery,22.28,West Jennifer,2024-09-11,Drone,Restaurant,8,0.7
Stephens-Cook,Dairy,20.63,Jamestown,2024-07-03,Truck,Supermarket,1,1.7
Wilson Ltd,Canned Goods,61.69,Kevintown,2024-02-18,Walk,Supermarket,2,1.8
Johnson-Smith,Dairy,49.16,South Diana,2023-12-23,Drone,Restaurant,9,2.8
"Jones, Rogers and Tapia",Snacks,88.98,West Nicoleburgh,2024-05-11,Bike,Supermarket,7,1.9
Salinas Group,Fruits,50.77,North Bradleyton,2024-09-15,Van,Food Bank,8,2.2
Miller-Haynes,Bakery,89.5,Lake Gina,2024-08-21,Bike,Supermarket,2,1.0
Smith Ltd,Frozen Food,62.35,North Robert,2024-02-20,Drone,Grocery Store,8,0.6
"Barnes, Hernandez and Smith",Bakery,71.88,Port Jaimeland,2024-06-28,Walk,Restaurant,5,0.7
"Tapia, Porter and Quinn",Fruits,50.2,Amandaland,2023-12-30,Truck,Restaurant,9,1.8
Scott-Eaton,Meat,55.66,New Julianberg,2023-12-24,Van,Farm,4,0.6
"Garrett, Wright and Davis",Fruits,92.11,Bakerburgh,2024-02-21,Truck,Farm,9,2.3
Trevino-Lopez,Meat,87.51,East Sharon,2024-03-23,Van,Food Bank,8,1.3
Shaw-Lopez,Vegetables,9.52,Lake Davidview,2024-06-16,Drone,Food Bank,7,0.8
House-Allen,Canned Goods,22.94,Ricemouth,2023-12-07,Drone,Food Bank,4,1.8
"Acosta, Casey and Davis",Vegetables,77.29,Glendaberg,2023-12-12,Truck,Restaurant,9,2.6
"Silva, Mendoza and Martinez",Fruits,62.33,East Danabury,2024-01-16,Bike,Restaurant,8,1.4
Smith Group,Bakery,76.89,Valenzuelaborough,2024-02-21,Truck,Food Bank,5,0.9
"Johnson, Stewart and Buchanan",Bakery,50.65,Lake Sheri,2024-01-26,Walk,Restaurant,5,1.8
Neal-House,Bakery,74.91,Angelaborough,2023-12-16,Walk,Farm,3,2.8
Mccann Group,Grains,99.56,Philipton,2024-10-03,Walk,Supermarket,1,1.5
Martinez LLC,Fruits,33.53,Stoneland,2024-05-25,Truck,Restaurant,8,2.5
Miller-Williams,Grains,6.01,East Michael,2024-09-10,Drone,Farm,6,2.6
"Leonard, Ruiz and Mosley",Grains,61.12,Castanedachester,2024-05-24,Van,Farm,3,2.0
Simmons Inc,Grains,56.26,Nixonport,2024-01-25,Bike,Supermarket,7,1.9
Sanchez and Sons,Meat,13.4,Port Jaredmouth,2024-07-31,Truck,Farm,3,0.8
"Chavez, Hale and Thomas",Dairy,60.07,West Michael,2024-02-26,Van,Supermarket,7,1.1
"Hayes, Perkins and Collins",Snacks,53.57,Sullivanport,2024-06-07,Bike,Grocery Store,6,1.9
Mccarthy Ltd,Grains,28.47,West Pamelaberg,2024-05-27,Walk,Grocery Store,8,1.3
"Hernandez, Stewart and Wheeler",Vegetables,29.43,Maldonadotown,2024-09-07,Walk,Food Bank,5,1.0
Barnes-Rosales,Dairy,52.46,Caseytown,2023-12-21,Bike,Food Bank,1,1.5
Carlson LLC,Canned Goods,90.37,Port Alisonport,2024-08-03,Walk,Food Bank,5,2.9
Lowe-Harris,Frozen Food,28.13,New Michael,2024-04-16,Van,Farm,8,1.1
Torres-Graves,Bakery,97.49,Jacksonland,2024-01-31,Walk,Grocery Store,2,2.1
"Campbell, Moyer and Allen",Canned Goods,6.71,South Steven,2024-06-01,Truck,Grocery Store,4,2.9
Fletcher Group,Fruits,78.64,South Melanieberg,2024-03-08,Truck,Restaurant,3,2.8
"Gibbs, Martin and Romero",Meat,23.57,New Terriburgh,2024-11-02,Bike,Food Bank,9,2.3
Ferguson PLC,Grains,73.01,Jamesberg,2024-08-16,Walk,Grocery Store,2,2.3
Henry-Reeves,Vegetables,5.59,East Christopher,2024-05-06,Bike,Restaurant,3,1.4
"Reyes, Preston and Sanders",Vegetables,33.62,Amberville,2024-04-22,Van,Supermarket,6,2.8
"Kelly, Harper and Perez",Canned Goods,68.84,Duranberg,2024-04-30,Truck,Farm,8,2.8
Marshall Ltd,Bakery,55.27,Lisaville,2024-10-30,Van,Food Bank,6,2.5
Hammond and Sons,Frozen Food,52.64,Washingtonfurt,2024-01-06,Walk,Farm,7,1.0
Robinson-Brown,Snacks,78.56,East Susan,2024-11-10,Truck,Restaurant,7,0.8
"Gomez, Bishop and Whitehead",Canned Goods,23.63,Michelemouth,2024-06-29,Truck,Supermarket,5,1.2
"Savage, Clark and Martinez",Dairy,49.68,Lake Zachary,2023-12-10,Walk,Farm,6,2.4
Patrick PLC,Frozen Food,36.32,Lake Brandi,2023-12-08,Drone,Food Bank,6,1.3
"Gentry, Best and Baldwin",Meat,11.44,Lake Carlosfort,2024-07-11,Truck,Food Bank,8,1.2
Carter-Turner,Vegetables,94.51,West Claytonville,2024-07-16,Truck,Food Bank,7,2.0
"Potts, Morrow and Singh",Bakery,32.71,East Daniel,2023-12-26,Drone,Restaurant,4,2.8
Mcclain Group,Frozen Food,53.07,Annton,2024-07-14,Walk,Food Bank,9,1.2
Ortiz-Wood,Bakery,89.39,Youngberg,2023-11-18,Truck,Restaurant,8,1.9
Johnson-Banks,Vegetables,43.44,West Andrea,2024-09-25,Bike,Food Bank,8,2.2
"Dunn, Pena and Lewis",Fruits,17.29,West Bruceton,2023-12-17,Bike,Grocery Store,2,1.5
"Guzman, Lee and Hawkins",Vegetables,33.65,Norrismouth,2023-12-15,Truck,Farm,2,2.9
Becker PLC,Canned Goods,16.94,West Traceystad,2024-06-28,Bike,Farm,9,0.7
"Farrell, Lee and Johnson",Snacks,52.03,Samuelstad,2023-11-25,Drone,Food Bank,2,1.2
"Taylor, Patrick and Soto",Vegetables,56.33,South Kaylaland,2024-03-04,Bike,Restaurant,9,2.4
Jones-Williams,Canned Goods,67.02,Stevenside,2024-07-18,Truck,Grocery Store,9,2.6
Gonzalez PLC,Frozen Food,11.1,South Melissaberg,2024-05-12,Walk,Farm,8,1.7
Schneider LLC,Bakery,80.52,South Randallfort,2023-12-31,Bike,Food Bank,9,2.3
Robinson-Rodriguez,Dairy,85.43,Port Deborah,2024-02-16,Bike,Grocery Store,3,1.5
"Walters, Murphy and Fischer",Grains,21.22,Lake Andrewmouth,2024-08-20,Bike,Supermarket,5,2.3
Clay-Perez,Snacks,81.62,New Nancy,2024-04-02,Bike,Farm,3,1.7
"Kelly, Stokes and Davis",Bakery,74.98,New Scott,2024-08-10,Walk,Grocery Store,9,1.1
Hernandez-Carter,Grains,41.68,South Julie,2024-04-23,Bike,Restaurant,5,1.0
Spencer-Vasquez,Snacks,5.56,South Craig,2024-10-13,Van,Supermarket,4,1.0
Lucas-Bailey,Vegetables,9.36,Jonesstad,2023-11-29,Truck,Grocery Store,8,1.2
"Nicholson, Lee and Holt",Bakery,40.9,North Richard,2024-04-11,Truck,Grocery Store,1,2.3
"Johnson, Maxwell and Vargas",Meat,99.59,Tashaborough,2024-09-21,Drone,Supermarket,5,1.5
"Castillo, Dunn and Fields",Canned Goods,8.62,East Whitneymouth,2023-12-08,Truck,Supermarket,8,1.7
Cooper-Avila,Bakery,71.15,Lake Dianafurt,2024-11-09,Van,Supermarket,7,2.6
"Davis, Bentley and Roth",Dairy,92.92,West Aprilville,2024-08-31,Truck,Grocery Store,5,1.2
"Pugh, Young and Sanchez",Fruits,85.61,West Tommystad,2023-12-28,Bike,Food Bank,4,1.4
Stafford-Richardson,Meat,17.61,New Michelle,2024-04-26,Bike,Restaurant,4,2.9
Zimmerman-Hansen,Fruits,51.04,New Joshua,2024-10-18,Truck,Grocery Store,8,1.9
Allen-Villanueva,Vegetables,45.59,Brendashire,2024-07-22,Truck,Restaurant,7,1.8
"Johnson, Preston and Webster",Frozen Food,57.59,Johnville,2024-07-05,Drone,Farm,9,1.3
Allen-Cox,Frozen Food,99.9,Nelsonside,2023-12-04,Truck,Restaurant,3,1.3
Berry Group,Vegetables,42.05,North Victoria,2024-03-07,Bike,Supermarket,4,0.5
Stewart Ltd,Dairy,89.32,Nicholasview,2024-09-13,Truck,Restaurant,9,2.9
Holloway-Bell,Vegetables,73.46,South Alexshire,2024-06-08,Walk,Food Bank,8,1.3
Bradley Group,Bakery,26.56,South Matthew,2023-12-02,Van,Grocery Store,4,1.3
Andrews Group,Fruits,30.73,East Robertfort,2024-09-30,Walk,Supermarket,1,1.8
Hayes-West,Grains,81.88,West George,2024-03-21,Bike,Restaurant,7,1.5
Gonzalez-Hebert,Grains,36.47,South Andreaside,2024-08-01,Drone,Restaurant,8,1.7
"Reyes, Mclaughlin and Mora",Frozen Food,17.17,West Fernando,2024-05-31,Walk,Supermarket,3,1.0
"Kelley, Davis and Bryan",Fruits,60.63,North Dawn,2024-03-10,Truck,Grocery Store,4,1.2
Bass Inc,Bakery,74.61,Holtshire,2024-08-23,Van,Grocery Store,5,0.9
"Macias, King and Little",Meat,47.14,East Jason,2024-04-20,Walk,Restaurant,4,2.0
Johnson-Nunez,Snacks,13.77,South Ericport,2024-02-21,Drone,Supermarket,8,0.8
Owens Group,Dairy,64.75,Lewisport,2024-06-04,Walk,Restaurant,3,2.0
Hall-Johnson,Bakery,72.92,Lisaview,2024-06-20,Walk,Grocery Store,4,2.4
Jenkins LLC,Fruits,43.79,Sharpside,2024-01-03,Truck,Farm,8,1.1
Martin-Taylor,Grains,97.84,Port Christine,2024-02-05,Van,Restaurant,1,2.4
Sullivan PLC,Meat,56.23,New Ashley,2024-06-16,Walk,Farm,2,1.7
"Cooper, Warner and Walker",Fruits,98.03,East Karenhaven,2024-09-12,Drone,Grocery Store,5,2.8
"Higgins, Hughes and Morgan",Bakery,6.94,Hillburgh,2024-09-23,Truck,Grocery Store,8,2.1
Farley-Frazier,Frozen Food,86.2,Longside,2024-04-11,Van,Farm,4,0.7
"Lawson, Jackson and Garcia",Vegetables,43.65,South Natalie,2024-08-20,Van,Supermarket,6,1.0
Wilson PLC,Dairy,14.4,Mcdonaldmouth,2023-12-24,Drone,Farm,7,2.8
Pope LLC,Meat,53.3,East Meganport,2024-03-18,Van,Farm,3,2.6
Harrison-Wallace,Dairy,49.74,Woodsmouth,2024-01-23,Drone,Restaurant,9,2.7
Parks Inc,Grains,57.07,South Candacefurt,2024-01-19,Drone,Restaurant,6,1.2
Gomez and Sons,Vegetables,27.95,Ryanview,2023-11-19,Truck,Food Bank,9,1.3
"Rasmussen, Garrison and Thomas",Canned Goods,5.56,Tracyton,2024-08-06,Walk,Restaurant,1,1.3
Smith-Mercado,Frozen Food,42.73,Rodriguezmouth,2023-12-10,Drone,Supermarket,5,0.6
Padilla-Young,Bakery,73.33,South Andreashire,2024-04-27,Drone,Food Bank,6,1.4
Garcia-Ramirez,Frozen Food,94.08,South Suzanneville,2024-05-29,Truck,Grocery Store,4,2.7
"Ramirez, Ibarra and Green",Frozen Food,63.42,West Crystalfurt,2024-09-25,Van,Restaurant,9,2.3
Pearson-Macdonald,Meat,52.28,Hallberg,2024-06-08,Drone,Food Bank,7,2.5
Ruiz Inc,Dairy,67.14,New Dustinport,2024-01-04,Van,Food Bank,3,1.4
Rodriguez-Lane,Canned Goods,72.22,Grahamchester,2024-09-04,Truck,Grocery Store,9,2.3
"Castro, Johnson and Pope",Bakery,97.11,Williamstad,2024-04-13,Bike,Food Bank,9,2.9
"Ponce, Lynch and Gomez",Frozen Food,95.88,Stewartberg,2024-06-11,Truck,Food Bank,5,2.2
Aguirre Inc,Meat,90.2,East Josephbury,2024-04-19,Van,Grocery Store,3,1.1
Bradshaw-Foster,Dairy,46.09,Davefurt,2024-08-20,Bike,Restaurant,4,0.6
Nelson LLC,Fruits,90.31,Jonesville,2024-11-03,Walk,Grocery Store,9,2.0
